,items,common_ingredients,cluster_id
8670,['hamburger meat'],['meat'],3
8671,"['yogurt', 'pet care']",['yogurt'],3
8672,"['meat', 'tropical fruit', 'vinegar', 'spices', 'cling film/bags']","['meat', 'fruits', 'vinegar', 'herbs']",5
8673,"['sausage', 'onions', 'rolls/buns', 'soda', 'brandy', 'white wine', 'chewing gum', 'napkins', 'shopping bags']","['meat', 'vegetables', 'bread', 'soda', 'brandy', 'wine']",3
8675,"['liver loaf', 'pork', 'other vegetables', 'whole milk', 'rolls/buns', 'coffee', 'soda', 'napkins', 'dishes']","['meat', 'pork', 'vegetables', 'milk', 'bread', 'soda']",3
8676,"['other vegetables', 'butter', 'margarine', 'specialty fat']","['vegetables', 'butter', 'margarine']",3
8677,"['pork', 'citrus fruit', 'pip fruit', 'root vegetables', 'whole milk', 'frozen dessert', 'rolls/buns', 'oil', 'coffee', 'bottled beer']","['pork', 'fruits', 'fruits', 'vegetables', 'milk', 'bread', 'oil', 'beer']",3
8678,"['pork', 'beef', 'tropical fruit', 'root vegetables', 'other vegetables', 'whole milk', 'yogurt', 'whipped/sour cream', 'processed cheese', 'frozen vegetables', 'frozen dessert', 'rolls/buns', 'semi-finished bread', 'zwieback', 'margarine', 'sugar', 'Instant food products', 'canned fish', 'bottled water', 'bottled beer', 'snack products', 'waffles', 'chocolate marshmallow', 'hygiene articles']","['pork', 'beef', 'fruits', 'vegetables', 'vegetables', 'milk', 'yogurt', 'cream', 'cheese', 'vegetables', 'bread', 'bread', 'margarine', 'sugar', 'fish', 'water', 'beer', 'chocolate']",6
8680,"['beef', 'whole milk', 'pastry', 'semi-finished bread', 'specialty chocolate', 'chocolate marshmallow']","['beef', 'milk', 'bread', 'chocolate', 'chocolate']",3
8681,"['pip fruit', 'whole milk', 'domestic eggs']","['fruits', 'milk', 'eggs']",6
8682,"['berries', 'yogurt', 'cream cheese', 'rolls/buns', 'soda', 'brandy']","['fruits', 'yogurt', 'cheese', 'bread', 'soda', 'brandy']",3
8683,"['frozen meals', 'frozen fish']",['fish'],3
8684,"['tropical fruit', 'other vegetables', 'whole milk', 'yogurt', 'cream cheese', 'curd cheese', 'domestic eggs', 'sugar', 'fruit/vegetable juice', 'napkins']","['fruits', 'vegetables', 'milk', 'yogurt', 'cheese', 'eggs', 'sugar', 'vegetables']",6
8686,"['chicken', 'root vegetables', 'other vegetables', 'coffee', 'chewing gum', 'hygiene articles', 'napkins', 'cling film/bags', 'kitchen towels', 'light bulbs']","['chicken', 'vegetables', 'vegetables']",3
8687,"['whole milk', 'UHT-milk', 'chocolate', 'newspapers', 'shopping bags']","['milk', 'milk', 'chocolate']",3
8688,"['butter', 'UHT-milk', 'domestic eggs', 'waffles']","['butter', 'milk', 'eggs']",3
8689,"['pip fruit', 'brown bread']","['fruits', 'bread']",3
8690,"['frankfurter', 'sausage', 'root vegetables', 'rolls/buns', 'pickled vegetables', 'newspapers']","['meat', 'meat', 'vegetables', 'bread', 'vegetables']",3
8691,"['other vegetables', 'yogurt', 'whipped/sour cream', 'white bread']","['vegetables', 'yogurt', 'cream', 'bread']",3
8692,"['beef', 'root vegetables', 'other vegetables', 'whole milk']","['beef', 'vegetables', 'vegetables', 'milk']",3
8693,"['turkey', 'citrus fruit', 'pip fruit', 'root vegetables', 'onions', 'other vegetables', 'whole milk', 'butter', 'spices', 'bottled water', 'bottled beer']","['meat', 'fruits', 'fruits', 'vegetables', 'vegetables', 'vegetables', 'milk', 'butter', 'herbs', 'water', 'beer']",4
8694,"['processed cheese', 'bottled beer', 'liquor', 'red/blush wine']","['cheese', 'beer', 'wine']",3
8695,"['tropical fruit', 'pip fruit', 'root vegetables', 'other vegetables', 'whole milk', 'processed cheese', 'domestic eggs', 'brown bread', 'roll products', 'cat food', 'bottled beer', 'house keeping products']","['fruits', 'fruits', 'vegetables', 'vegetables', 'milk', 'cheese', 'eggs', 'bread', 'beer']",3
8696,"['sausage', 'rolls/buns', 'pastry', 'cat food']","['meat', 'bread']",3
8697,['rolls/buns'],['bread'],3
8698,"['beef', 'root vegetables', 'rolls/buns', 'brown bread', 'pastry', 'oil', 'napkins', 'newspapers']","['beef', 'vegetables', 'bread', 'bread', 'oil']",3
8699,"['rolls/buns', 'soda', 'waffles', 'newspapers']","['bread', 'soda']",3
8700,"['hamburger meat', 'dessert', 'pickled vegetables', 'coffee', 'shopping bags']","['meat', 'vegetables']",3
8701,"['turkey', 'tropical fruit', 'grapes', 'root vegetables', 'other vegetables', 'butter', 'whipped/sour cream', 'beverages', 'processed cheese', 'oil', 'baking powder', 'pudding powder', 'long life bakery product']","['meat', 'fruits', 'vegetables', 'vegetables', 'vegetables', 'butter', 'cream', 'cheese', 'oil']",3
8702,['specialty chocolate'],['chocolate'],3
8703,"['frankfurter', 'sausage', 'pork', 'citrus fruit', 'other vegetables', 'whole milk', 'rolls/buns', 'oil', 'bottled water', 'specialty chocolate', 'flower (seeds)']","['meat', 'meat', 'pork', 'fruits', 'vegetables', 'milk', 'bread', 'oil', 'water', 'chocolate']",3
8704,"['beef', 'rolls/buns']","['beef', 'bread']",3
8705,"['berries', 'whole milk', 'flour', 'sugar', 'soda']","['fruits', 'milk', 'flour', 'sugar', 'soda']",6
8707,"['soda', 'chocolate']","['soda', 'chocolate']",3
8708,"['whole milk', 'bottled water']","['milk', 'water']",3
8709,"['chicken', 'pork', 'whole milk', 'whipped/sour cream', 'coffee']","['chicken', 'pork', 'milk', 'cream']",3
8710,"['whole milk', 'butter', 'yogurt', 'brown bread', 'bottled water', 'soda', 'fruit/vegetable juice', 'long life bakery product', 'newspapers']","['milk', 'butter', 'yogurt', 'bread', 'water', 'soda', 'vegetables']",3
8711,"['brown bread', 'pastry', 'long life bakery product']",['bread'],3
8712,"['frankfurter', 'citrus fruit', 'whole milk', 'butter', 'yogurt', 'frozen vegetables', 'frozen meals', 'ice cream', 'rolls/buns', 'popcorn', 'chocolate marshmallow']","['meat', 'fruits', 'milk', 'butter', 'yogurt', 'vegetables', 'bread', 'chocolate']",3
8713,"['frankfurter', 'whole milk', 'margarine', 'bottled water', 'soda', 'detergent']","['meat', 'milk', 'margarine', 'water', 'soda']",3
8714,"['pip fruit', 'herbs', 'other vegetables', 'whole milk', 'curd', 'whipped/sour cream', 'rum', 'napkins', 'house keeping products', 'shopping bags']","['fruits', 'herbs', 'vegetables', 'milk', 'cream', 'rum']",5
8715,"['sausage', 'organic sausage', 'chicken', 'berries', 'whole milk', 'butter', 'whipped/sour cream', 'soda', 'fruit/vegetable juice', 'chocolate']","['meat', 'chicken', 'fruits', 'milk', 'butter', 'cream', 'soda', 'vegetables', 'chocolate']",3
8717,"['frankfurter', 'root vegetables', 'whole milk', 'butter', 'curd', 'domestic eggs', 'brown bread', 'flour', 'pickled vegetables', 'house keeping products']","['meat', 'vegetables', 'milk', 'butter', 'eggs', 'bread', 'flour', 'vegetables']",1
8718,"['citrus fruit', 'whole milk', 'whipped/sour cream', 'domestic eggs', 'salt', 'newspapers']","['fruits', 'milk', 'cream', 'eggs', 'salt']",6
8719,"['tropical fruit', 'hard cheese', 'domestic eggs', 'soda', 'misc. beverages', 'chewing gum']","['fruits', 'cheese', 'eggs', 'soda']",3
8720,"['chicken', 'citrus fruit', 'other vegetables']","['chicken', 'fruits', 'vegetables']",3
8721,['bottled water'],['water'],3
8722,"['ham', 'grapes', 'berries', 'hard cheese', 'processed cheese', 'snack products', 'long life bakery product', 'waffles', 'female sanitary products', 'potted plants', 'shopping bags']","['ham', 'vegetables', 'fruits', 'cheese', 'cheese']",3
8723,"['canned beer', 'specialty bar']",['beer'],3
8724,"['grapes', 'white wine', 'dishes']","['vegetables', 'wine']",3
8725,"['hamburger meat', 'herbs', 'other vegetables', 'butter', 'whipped/sour cream', 'soda', 'dish cleaner', 'cleaner']","['meat', 'herbs', 'vegetables', 'butter', 'cream', 'soda']",4
8726,"['curd', 'yogurt']",['yogurt'],3
8727,"['rolls/buns', 'brown bread']","['bread', 'bread']",3
8729,"['beef', 'other vegetables', 'newspapers']","['beef', 'vegetables']",3
8730,['beef'],['beef'],3
8731,"['butter', 'bottled beer']","['butter', 'beer']",3
8732,"['sausage', 'frozen vegetables', 'domestic eggs', 'soda', 'fruit/vegetable juice', 'napkins', 'potted plants']","['meat', 'vegetables', 'eggs', 'soda', 'vegetables']",3
8733,"['frankfurter', 'sausage', 'liver loaf', 'citrus fruit', 'pip fruit', 'onions', 'yogurt', 'domestic eggs', 'brown bread', 'oil', 'fruit/vegetable juice']","['meat', 'meat', 'meat', 'fruits', 'fruits', 'vegetables', 'yogurt', 'eggs', 'bread', 'oil', 'vegetables']",3
8734,"['chocolate', 'candy']",['chocolate'],3
8735,"['UHT-milk', 'candy', 'napkins']",['milk'],3
8736,"['sausage', 'tropical fruit', 'rolls/buns', 'soda', 'cling film/bags', 'shopping bags']","['meat', 'fruits', 'bread', 'soda']",3
8737,['cream cheese'],['cheese'],3
8738,"['bottled beer', 'shopping bags']",['beer'],3
8739,"['rolls/buns', 'fruit/vegetable juice', 'specialty chocolate', 'newspapers']","['bread', 'vegetables', 'chocolate']",3
8740,['rolls/buns'],['bread'],3
8741,"['finished products', 'whole milk', 'rolls/buns', 'salty snack', 'cake bar', 'chocolate', 'candy', 'newspapers']","['milk', 'bread', 'chocolate']",3
8742,"['sausage', 'beef', 'pip fruit', 'grapes', 'root vegetables', 'other vegetables', 'whole milk', 'curd', 'butter milk', 'yogurt', 'sliced cheese', 'cream cheese', 'specialty cheese', 'frozen meals', 'white bread', 'pastry', 'candy']","['meat', 'beef', 'fruits', 'vegetables', 'vegetables', 'vegetables', 'milk', 'butter', 'yogurt', 'cheese', 'cheese', 'cheese', 'bread']",3
8743,"['tropical fruit', 'whipped/sour cream', 'frozen vegetables', 'rolls/buns', 'salty snack', 'dish cleaner']","['fruits', 'cream', 'vegetables', 'bread']",3
8744,"['beef', 'grapes', 'whole milk', 'butter', 'curd', 'ice cream', 'cat food', 'bottled water', 'dish cleaner']","['beef', 'vegetables', 'milk', 'butter', 'water']",3
8745,"['sausage', 'rolls/buns', 'chocolate', 'candy', 'shopping bags']","['meat', 'bread', 'chocolate']",3
8746,"['ham', 'tropical fruit', 'ice cream', 'semi-finished bread', 'chocolate marshmallow']","['ham', 'fruits', 'bread', 'chocolate']",3
8747,"['grapes', 'root vegetables', 'other vegetables', 'domestic eggs']","['vegetables', 'vegetables', 'vegetables', 'eggs']",3
8748,['whole milk'],['milk'],3
8749,"['beef', 'yogurt', 'margarine']","['beef', 'yogurt', 'margarine']",3
8750,"['canned fish', 'fruit/vegetable juice', 'make up remover']","['fish', 'vegetables']",3
8751,"['whole milk', 'pastry', 'sugar', 'newspapers']","['milk', 'sugar']",6
8752,"['chicken', 'tropical fruit', 'other vegetables', 'whole milk', 'soft cheese', 'frozen vegetables', 'chocolate']","['chicken', 'fruits', 'vegetables', 'milk', 'cheese', 'vegetables', 'chocolate']",3
8753,"['rolls/buns', 'soda']","['bread', 'soda']",3
8754,"['liver loaf', 'root vegetables', 'other vegetables']","['meat', 'vegetables', 'vegetables']",3
8755,"['frankfurter', 'sausage', 'processed cheese', 'rolls/buns', 'pickled vegetables', 'bottled water', 'liquor', 'shopping bags']","['meat', 'meat', 'cheese', 'bread', 'vegetables', 'water']",3
8756,"['citrus fruit', 'tropical fruit', 'other vegetables', 'whole milk', 'butter', 'curd', 'yogurt', 'sliced cheese', 'spread cheese', 'rolls/buns', 'semi-finished bread']","['fruits', 'fruits', 'vegetables', 'milk', 'butter', 'yogurt', 'cheese', 'cheese', 'bread', 'bread']",3
8757,"['turkey', 'yogurt', 'rolls/buns', 'pastry', 'margarine', 'bottled water', 'soda', 'fruit/vegetable juice', 'canned beer']","['meat', 'yogurt', 'bread', 'margarine', 'water', 'soda', 'vegetables', 'beer']",3
8758,"['sausage', 'pip fruit', 'other vegetables', 'yogurt', 'hard cheese', 'domestic eggs', 'rolls/buns', 'bottled water', 'newspapers']","['meat', 'fruits', 'vegetables', 'yogurt', 'cheese', 'eggs', 'bread', 'water']",3
8759,"['beverages', 'pastry', 'soda', 'misc. beverages', 'chocolate marshmallow']","['soda', 'chocolate']",3
8760,"['mayonnaise', 'tidbits', 'rolls/buns', 'bottled water', 'soda', 'cake bar']","['sauce', 'bread', 'water', 'soda']",3
8761,['rolls/buns'],['bread'],3
8762,"['chicken', 'pork', 'beef', 'whole milk', 'curd', 'soft cheese', 'processed cheese', 'frozen potato products', 'rolls/buns', 'popcorn']","['chicken', 'pork', 'beef', 'milk', 'cheese', 'cheese', 'bread']",3
8763,"['canned beer', 'liquor (appetizer)']",['beer'],3
8764,"['chicken', 'hamburger meat', 'other vegetables', 'butter', 'yogurt', 'rolls/buns', 'white bread', 'rice', 'fruit/vegetable juice', 'cake bar', 'chocolate', 'candy', 'shopping bags']","['chicken', 'meat', 'vegetables', 'butter', 'yogurt', 'bread', 'bread', 'rice', 'vegetables', 'chocolate']",3
8765,['whole milk'],['milk'],3
8766,"['ham', 'pork', 'white bread', 'candy']","['ham', 'pork', 'bread']",3
8767,['rolls/buns'],['bread'],3
8768,"['whole milk', 'curd', 'hard cheese', 'bottled water']","['milk', 'cheese', 'water']",3
8769,"['soda', 'chocolate', 'specialty bar', 'napkins']","['soda', 'chocolate']",3
8771,"['whole milk', 'canned beer']","['milk', 'beer']",3
8772,"['organic sausage', 'mustard', 'ready soups', 'soda']","['herbs', 'soda']",5
8773,"['citrus fruit', 'tropical fruit', 'whole milk', 'curd', 'dessert', 'mayonnaise', 'domestic eggs', 'margarine', 'sugar', 'potted plants']","['fruits', 'fruits', 'milk', 'sauce', 'eggs', 'margarine', 'sugar']",6
8774,['beef'],['beef'],3
8775,"['frankfurter', 'chicken', 'citrus fruit', 'root vegetables']","['meat', 'chicken', 'fruits', 'vegetables']",3
8776,"['pork', 'other vegetables', 'whole milk', 'brown bread', 'pastry', 'sugar']","['pork', 'vegetables', 'milk', 'bread', 'sugar']",6
8777,"['yogurt', 'rolls/buns', 'dog food', 'bottled water', 'canned beer', 'shopping bags']","['yogurt', 'bread', 'water', 'beer']",3
8778,"['butter', 'hard cheese', 'canned beer']","['butter', 'cheese', 'beer']",3
8779,['yogurt'],['yogurt'],3
8781,"['rolls/buns', 'house keeping products', 'light bulbs']",['bread'],3
8782,['bottled beer'],['beer'],3
8783,"['beef', 'packaged fruit/vegetables', 'potted plants']","['beef', 'vegetables']",3
8784,"['meat', 'beef', 'other vegetables', 'butter', 'frozen fish', 'bottled water', 'napkins']","['meat', 'beef', 'vegetables', 'butter', 'fish', 'water']",3
8785,"['semi-finished bread', 'instant coffee']",['bread'],3
8786,"['whole milk', 'curd', 'yogurt', 'soft cheese', 'detergent', 'newspapers']","['milk', 'yogurt', 'cheese']",3
8787,"['chicken', 'beef', 'rolls/buns', 'instant coffee']","['chicken', 'beef', 'bread']",3
8788,"['meat', 'pork', 'other vegetables', 'brown bread', 'syrup']","['meat', 'pork', 'vegetables', 'bread', 'syrup']",3
8789,"['pastry', 'soda', 'shopping bags']",['soda'],3
8790,['rolls/buns'],['bread'],3
8792,"['other vegetables', 'whole milk', 'rice', 'fruit/vegetable juice']","['vegetables', 'milk', 'rice', 'vegetables']",3
8793,"['frankfurter', 'citrus fruit', 'pip fruit', 'dessert', 'butter milk', 'frozen vegetables', 'frozen meals', 'domestic eggs', 'white bread', 'brown bread', 'pastry', 'soda', 'salty snack', 'long life bakery product', 'napkins', 'shopping bags']","['meat', 'fruits', 'fruits', 'butter', 'vegetables', 'eggs', 'bread', 'bread', 'soda']",3
8794,"['pastry', 'canned beer', 'salty snack', 'long life bakery product', 'specialty chocolate', 'candy', 'candles']","['beer', 'chocolate']",3
8795,"['sausage', 'beef', 'whipped/sour cream', 'rolls/buns', 'salt', 'Instant food products', 'soda', 'softener']","['meat', 'beef', 'cream', 'bread', 'salt', 'soda']",3
8796,"['citrus fruit', 'rolls/buns', 'flour', 'margarine', 'sugar', 'mustard', 'cat food', 'soda', 'bottled beer', 'nut snack', 'newspapers', 'shopping bags']","['fruits', 'bread', 'flour', 'margarine', 'sugar', 'herbs', 'soda', 'beer']",6
8797,"['tropical fruit', 'shopping bags']",['fruits'],3
8799,"['whole milk', 'bottled beer', 'newspapers']","['milk', 'beer']",3
8802,"['canned beer', 'shopping bags']",['beer'],3
8803,"['chicken', 'beef', 'flour', 'salty snack']","['chicken', 'beef', 'flour']",3
8804,"['bottled beer', 'shopping bags']",['beer'],3
8805,"['whole milk', 'brown bread', 'jam', 'newspapers', 'potted plants']","['milk', 'bread']",3
8806,"['pip fruit', 'grapes']","['fruits', 'vegetables']",3
8807,['chocolate'],['chocolate'],3
8808,"['citrus fruit', 'other vegetables', 'domestic eggs', 'shopping bags']","['fruits', 'vegetables', 'eggs']",3
8809,"['soda', 'white wine']","['soda', 'wine']",3
8810,['soda'],['soda'],3
8811,"['frozen meals', 'canned beer', 'salty snack']",['beer'],3
8813,"['sausage', 'pork', 'hamburger meat', 'tropical fruit', 'pip fruit', 'whole milk', 'yogurt', 'sliced cheese', 'frozen vegetables', 'white bread', 'dog food', 'coffee', 'bottled water', 'fruit/vegetable juice', 'long life bakery product', 'specialty chocolate', 'specialty bar', 'chocolate marshmallow', 'hygiene articles', 'potted plants']","['meat', 'pork', 'meat', 'fruits', 'fruits', 'milk', 'yogurt', 'cheese', 'vegetables', 'bread', 'water', 'vegetables', 'chocolate', 'chocolate']",3
8815,"['finished products', 'pork', 'grapes', 'other vegetables', 'hard cheese', 'bottled water', 'salty snack', 'popcorn', 'waffles', 'cleaner']","['pork', 'vegetables', 'vegetables', 'cheese', 'water']",3
8816,['tropical fruit'],['fruits'],3
8817,"['whole milk', 'bottled water', 'soda', 'canned beer']","['milk', 'water', 'soda', 'beer']",3
8818,"['ice cream', 'bottled water', 'soda']","['water', 'soda']",3
8819,"['processed cheese', 'soda', 'shopping bags']","['cheese', 'soda']",3
8820,"['soda', 'canned beer']","['soda', 'beer']",3
8822,"['beef', 'tropical fruit', 'root vegetables', 'other vegetables', 'yogurt', 'condensed milk', 'sliced cheese', 'specialty cheese', 'mayonnaise', 'cat food', 'liquor', 'salty snack', 'nut snack', 'napkins', 'dishes', 'shopping bags']","['beef', 'fruits', 'vegetables', 'vegetables', 'yogurt', 'milk', 'cheese', 'cheese', 'sauce']",3
8823,"['grapes', 'popcorn']",['vegetables'],3
8824,"['pip fruit', 'whole milk', 'dessert', 'margarine', 'chocolate marshmallow']","['fruits', 'milk', 'margarine', 'chocolate']",6
8825,['chocolate marshmallow'],['chocolate'],3
8826,['bottled beer'],['beer'],3
8827,"['pork', 'onions', 'whole milk', 'butter', 'curd', 'bottled water', 'soda', 'misc. beverages', 'popcorn', 'chocolate', 'napkins']","['pork', 'vegetables', 'milk', 'butter', 'water', 'soda', 'chocolate']",3
8828,"['meat', 'pork', 'other vegetables', 'whole milk', 'sliced cheese', 'pastry', 'sugar', 'Instant food products', 'kitchen towels']","['meat', 'pork', 'vegetables', 'milk', 'cheese', 'sugar']",6
8829,"['other vegetables', 'whole milk', 'yogurt', 'frozen vegetables', 'brown bread', 'pastry', 'flour', 'bottled water', 'soda', 'fruit/vegetable juice', 'canned beer', 'long life bakery product']","['vegetables', 'milk', 'yogurt', 'vegetables', 'bread', 'flour', 'water', 'soda', 'vegetables', 'beer']",3
8830,"['tropical fruit', 'yogurt', 'cream cheese', 'long life bakery product']","['fruits', 'yogurt', 'cheese']",3
8831,"['chicken', 'root vegetables', 'whole milk', 'pastry', 'candy']","['chicken', 'vegetables', 'milk']",3
8832,['bottled beer'],['beer'],3
8833,"['sausage', 'chicken', 'hamburger meat', 'pip fruit', 'berries', 'other vegetables', 'whole milk', 'dessert', 'butter milk', 'UHT-milk', 'domestic eggs', 'salty snack']","['meat', 'chicken', 'meat', 'fruits', 'fruits', 'vegetables', 'milk', 'butter', 'milk', 'eggs']",3
8834,"['yogurt', 'zwieback', 'soda', 'chocolate marshmallow', 'shopping bags']","['yogurt', 'soda', 'chocolate']",3
8835,"['frankfurter', 'chicken', 'beef', 'other vegetables', 'dessert', 'yogurt', 'frozen vegetables', 'rolls/buns', 'baking powder', 'pickled vegetables', 'seasonal products']","['meat', 'chicken', 'beef', 'vegetables', 'yogurt', 'vegetables', 'bread', 'vegetables']",3
8836,"['frankfurter', 'curd', 'frozen vegetables', 'domestic eggs', 'soups', 'soda', 'soap', 'hygiene articles']","['meat', 'vegetables', 'eggs', 'soda']",3
8837,"['citrus fruit', 'margarine']","['fruits', 'margarine']",3
8838,"['frankfurter', 'meat', 'hamburger meat', 'berries', 'whole milk', 'butter', 'pasta', 'honey', 'coffee', 'fruit/vegetable juice', 'napkins']","['meat', 'meat', 'meat', 'fruits', 'milk', 'butter', 'pasta', 'honey', 'vegetables']",3
8839,"['whipped/sour cream', 'salt']","['cream', 'salt']",3
8840,"['bottled water', 'napkins']",['water'],3
8841,"['grapes', 'misc. beverages', 'fruit/vegetable juice']","['vegetables', 'vegetables']",3
8842,"['frankfurter', 'processed cheese']","['meat', 'cheese']",3
8843,"['frankfurter', 'chicken', 'pork', 'grapes', 'root vegetables', 'other vegetables', 'whole milk', 'domestic eggs', 'brown bread', 'soups', 'newspapers']","['meat', 'chicken', 'pork', 'vegetables', 'vegetables', 'vegetables', 'milk', 'eggs', 'bread']",3
8844,"['frankfurter', 'whole milk', 'soda', 'syrup', 'female sanitary products']","['meat', 'milk', 'soda', 'syrup']",3
8846,"['other vegetables', 'cream cheese', 'frozen fruits', 'frozen fish', 'domestic eggs', 'rolls/buns', 'margarine', 'cereals', 'pickled vegetables', 'canned fish', 'dog food', 'salty snack', 'specialty chocolate', 'dental care', 'kitchen towels', 'shopping bags']","['vegetables', 'cheese', 'fruits', 'fish', 'eggs', 'bread', 'margarine', 'vegetables', 'fish', 'chocolate']",3
8847,"['beef', 'citrus fruit', 'berries', 'whole milk', 'yogurt', 'UHT-milk', 'specialty cheese', 'pastry', 'cake bar', 'seasonal products', 'detergent', 'potted plants']","['beef', 'fruits', 'fruits', 'milk', 'yogurt', 'milk', 'cheese']",3
8848,"['bottled beer', 'red/blush wine']","['beer', 'wine']",3
8849,"['frankfurter', 'tropical fruit', 'berries', 'whole milk', 'dessert', 'yogurt', 'whipped/sour cream', 'domestic eggs', 'pasta', 'specialty vegetables', 'sweet spreads', 'soda', 'long life bakery product', 'napkins', 'shopping bags']","['meat', 'fruits', 'fruits', 'milk', 'yogurt', 'cream', 'eggs', 'pasta', 'vegetables', 'soda']",3
8850,"['pork', 'whole milk', 'soda', 'canned beer', 'salty snack', 'chewing gum', 'candy']","['pork', 'milk', 'soda', 'beer']",3
8851,"['root vegetables', 'other vegetables']","['vegetables', 'vegetables']",3
8852,"['beef', 'whole milk', 'dessert', 'margarine', 'shopping bags']","['beef', 'milk', 'margarine']",3
8854,['whole milk'],['milk'],3
8855,"['other vegetables', 'whole milk', 'napkins']","['vegetables', 'milk']",3
8856,"['beef', 'whipped/sour cream']","['beef', 'cream']",3
8857,"['sausage', 'beef', 'berries', 'root vegetables', 'other vegetables', 'whole milk', 'butter', 'sliced cheese', 'rolls/buns', 'white bread', 'brown bread', 'pastry', 'jam', 'soda', 'fruit/vegetable juice', 'syrup', 'chocolate', 'dish cleaner', 'dental care', 'napkins', 'newspapers']","['meat', 'beef', 'fruits', 'vegetables', 'vegetables', 'milk', 'butter', 'cheese', 'bread', 'bread', 'bread', 'soda', 'vegetables', 'syrup', 'chocolate']",3
8858,"['frankfurter', 'pasta', 'bottled beer']","['meat', 'pasta', 'beer']",3
8859,"['whole milk', 'curd', 'frozen dessert', 'rolls/buns', 'long life bakery product']","['milk', 'bread']",3
8860,"['sausage', 'tropical fruit', 'berries', 'other vegetables', 'dessert', 'frozen fish', 'frozen potato products', 'red/blush wine', 'seasonal products']","['meat', 'fruits', 'fruits', 'vegetables', 'fish', 'wine']",3
8861,['other vegetables'],['vegetables'],3
8862,"['sausage', 'other vegetables', 'packaged fruit/vegetables', 'whole milk', 'yogurt']","['meat', 'vegetables', 'vegetables', 'milk', 'yogurt']",3
8863,"['other vegetables', 'cream cheese']","['vegetables', 'cheese']",3
8864,"['frankfurter', 'sausage', 'finished products', 'fish', 'whole milk', 'white bread', 'pastry', 'oil', 'margarine', 'sugar', 'fruit/vegetable juice', 'cake bar', 'chocolate']","['meat', 'meat', 'fish', 'milk', 'bread', 'oil', 'margarine', 'sugar', 'vegetables', 'chocolate']",6
8865,"['frankfurter', 'ham', 'chicken', 'pork', 'root vegetables', 'other vegetables', 'dessert', 'cream cheese', 'rolls/buns', 'cat food', 'bottled water', 'shopping bags']","['meat', 'ham', 'chicken', 'pork', 'vegetables', 'vegetables', 'cheese', 'bread', 'water']",3
8866,"['curd', 'yogurt']",['yogurt'],3
8867,"['grapes', 'butter', 'rum']","['vegetables', 'butter', 'rum']",3
8868,['canned beer'],['beer'],3
8869,"['hamburger meat', 'citrus fruit', 'tropical fruit', 'pip fruit', 'whole milk', 'yogurt', 'frozen meals', 'domestic eggs', 'brown bread', 'pasta', 'sugar', 'Instant food products', 'canned fish', 'soda', 'salty snack', 'popcorn', 'chocolate', 'dish cleaner', 'shopping bags']","['meat', 'fruits', 'fruits', 'fruits', 'milk', 'yogurt', 'eggs', 'bread', 'pasta', 'sugar', 'fish', 'soda', 'chocolate']",6
8870,"['citrus fruit', 'domestic eggs', 'bottled water', 'soda']","['fruits', 'eggs', 'water', 'soda']",6
8871,"['whole milk', 'newspapers']",['milk'],3
8872,"['frozen dessert', 'semi-finished bread']",['bread'],3
8873,"['yogurt', 'bottled beer']","['yogurt', 'beer']",3
8874,"['tropical fruit', 'berries', 'root vegetables', 'other vegetables', 'butter', 'yogurt', 'UHT-milk', 'domestic eggs', 'margarine', 'bottled water', 'soda', 'salty snack', 'newspapers']","['fruits', 'fruits', 'vegetables', 'vegetables', 'butter', 'yogurt', 'milk', 'eggs', 'margarine', 'water', 'soda']",3
8875,['tropical fruit'],['fruits'],3
8876,"['fruit/vegetable juice', 'cake bar', 'newspapers']",['vegetables'],3
8877,"['hamburger meat', 'rum', 'red/blush wine']","['meat', 'rum', 'wine']",3
8879,['specialty chocolate'],['chocolate'],3
8880,"['soda', 'salty snack', 'specialty chocolate']","['soda', 'chocolate']",3
8882,"['beef', 'hamburger meat', 'berries', 'root vegetables', 'onions', 'other vegetables', 'dessert', 'yogurt', 'frozen meals', 'rolls/buns', 'sugar', 'cat food', 'soda', 'fruit/vegetable juice', 'salty snack', 'popcorn', 'cake bar']","['beef', 'meat', 'fruits', 'vegetables', 'vegetables', 'vegetables', 'yogurt', 'bread', 'sugar', 'soda', 'vegetables']",6
8883,"['sausage', 'chicken', 'pip fruit', 'grapes', 'berries', 'root vegetables', 'onions', 'other vegetables', 'whole milk', 'butter', 'whipped/sour cream', 'ice cream', 'rolls/buns', 'margarine', 'mustard', 'ready soups', 'bottled water', 'canned beer', 'skin care', 'hygiene articles']","['meat', 'chicken', 'fruits', 'vegetables', 'fruits', 'vegetables', 'vegetables', 'vegetables', 'milk', 'butter', 'cream', 'bread', 'margarine', 'herbs', 'water', 'beer']",4
8884,"['yogurt', 'white wine']","['yogurt', 'wine']",3
8885,"['whole milk', 'rolls/buns']","['milk', 'bread']",3
8887,"['frankfurter', 'sausage', 'chicken', 'other vegetables', 'whole milk', 'curd', 'semi-finished bread', 'candy', 'detergent']","['meat', 'meat', 'chicken', 'vegetables', 'milk', 'bread']",3
8888,"['hamburger meat', 'frozen vegetables', 'frozen meals', 'domestic eggs']","['meat', 'vegetables', 'eggs']",3
8889,"['frankfurter', 'sausage', 'pork', 'curd', 'soda', 'long life bakery product', 'napkins']","['meat', 'meat', 'pork', 'soda']",3
